filename,L,T,J,D,Bx,By,Bz,seed,sample,saved_index,label,E_density,m_abs_density,helical_order,q_peak,axis_peak,n_peak,phase_label
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,1.3,1,1,0,0,0,1,0,0,-1,-1.914405033371705,0.0314335981989267,0.2089784699561279,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,1.3,1,1,0,0,0,1,4,1,-1,-1.8812307072741532,0.0487533540927067,0.1990354884420293,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,1.3,1,1,0,0,0,1,8,2,-1,-1.8695811193641705,0.0797329038371132,0.1903487288939855,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,1.3,1,1,0,0,0,1,12,3,-1,-1.9300975100015616,0.0612495755067172,0.2017874294112668,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,1.3,1,1,0,0,0,1,16,4,-1,-1.8974450652951225,0.1024311561778319,0.1782174881344567,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,1.3,1,1,0,0,0,1,20,5,-1,-1.826386653423154,0.0727596639674665,0.1750115388821401,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,1.3,1,1,0,0,0,1,24,6,-1,-1.8935962381092075,0.0691235678832271,0.1874057719746933,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,1.3,1,1,0,0,0,1,28,7,-1,-1.812561326883381,0.0484303979171534,0.1624842335946704,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,1.3,1,1,0,0,0,1,0,0,-1,-1.914405033371705,0.0314335981989267,0.2089784699561279,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,1.3,1,1,0,0,0,1,4,1,-1,-1.8812307072741532,0.0487533540927067,0.1990354884420293,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,1.3,1,1,0,0,0,1,8,2,-1,-1.8695811193641705,0.0797329038371132,0.1903487288939855,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,1.3,1,1,0,0,0,1,12,3,-1,-1.9300975100015616,0.0612495755067172,0.2017874294112668,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,1.3,1,1,0,0,0,1,16,4,-1,-1.8974450652951225,0.1024311561778319,0.1782174881344567,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,1.3,1,1,0,0,0,1,20,5,-1,-1.826386653423154,0.0727596639674665,0.1750115388821401,5.497787143782138,2,7,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,1.3,1,1,0,0,0,1,24,6,-1,-1.8935962381092075,0.0691235678832271,0.1874057719746933,0.7853981633974482,2,1,-1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,1.3,1,1,0,0,0,1,28,7,-1,-1.812561326883381,0.0484303979171534,0.1624842335946704,0.7853981633974482,2,1,-1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.0,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.0551376329617909,0.0996825476362287,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.0,1,1,0,0,0,1,4,1,0,-1.1326964615412929,0.0577483424605672,0.0852040449691726,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.0,1,1,0,0,0,1,8,2,0,-1.165863816731577,0.0617526587431158,0.0768210162738273,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.0,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.0429217601869769,0.0710959935933037,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.0,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.0670171591298352,0.0540696969045157,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.0,1,1,0,0,0,1,20,5,0,-1.087153187827198,0.0956488056453353,0.0491192171040913,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.0,1,1,0,0,0,1,24,6,0,-0.9920456331237592,0.1028551082037214,0.0356699042953454,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.0,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.1122890019253357,0.0358366110132075,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.0,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.0551376329617909,0.0996825476362287,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.0,1,1,0,0,0,1,4,1,0,-1.1326964615412929,0.0577483424605672,0.0852040449691726,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.0,1,1,0,0,0,1,8,2,0,-1.165863816731577,0.0617526587431158,0.0768210162738273,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.0,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.0429217601869769,0.0710959935933037,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.0,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.0670171591298352,0.0540696969045157,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.0,1,1,0,0,0,1,20,5,0,-1.087153187827198,0.0956488056453353,0.0491192171040913,5.497787143782138,2,7,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.0,1,1,0,0,0,1,24,6,0,-0.9920456331237592,0.1028551082037214,0.0356699042953454,0.7853981633974482,2,1,0
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.0,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.1122890019253357,0.0358366110132075,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.0739965991150283,0.1143878579959512,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.0298525236783197,0.0769637667451545,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.0411903293459059,0.0591510490599523,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1,1,1,0,0,0,1,12,3,0,-1.000145030695008,0.0172587035506432,0.0525466163465044,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1,1,1,0,0,0,1,16,4,0,-1.0225746581657993,0.0156363845170288,0.0484120810831897,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1,1,1,0,0,0,1,20,5,0,-0.9983811592985046,0.0104122651081216,0.045713630962411,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1,1,1,0,0,0,1,24,6,0,-0.9866833067975016,0.0158514410705578,0.0377064168383848,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.0286923839552126,0.03896110221035,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.0739965991150283,0.1143878579959512,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.0298525236783197,0.0769637667451545,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.0411903293459059,0.0591510490599523,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1,1,1,0,0,0,1,12,3,0,-1.000145030695008,0.0172587035506432,0.0525466163465044,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1,1,1,0,0,0,1,16,4,0,-1.0225746581657993,0.0156363845170288,0.0484120810831897,0.7853981633974482,2,1,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1,1,1,0,0,0,1,20,5,0,-0.9983811592985046,0.0104122651081216,0.045713630962411,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1,1,1,0,0,0,1,24,6,0,-0.9866833067975016,0.0158514410705578,0.0377064168383848,5.497787143782138,2,7,0
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.0286923839552126,0.03896110221035,5.497787143782138,2,7,0
