filename,L,T,J,D,Bx,By,Bz,seed,sample,saved_index,label,E_density,m_abs_density,helical_order,q_peak,axis_peak,n_peak
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,0.80000000000000004,1,1,0,0,0,1,4,1,1,-2.528979375417443,0.04350628562672787,0.31586979874641968,5.497787143782138,2,7
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,0.80000000000000004,1,1,0,0,0,1,8,2,1,-2.5295358513586765,0.056461676512239753,0.31159725580838238,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,0.80000000000000004,1,1,0,0,0,1,12,3,1,-2.5644008894142978,0.069803480149129127,0.31494469055871904,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,0.80000000000000004,1,1,0,0,0,1,16,4,1,-2.5784002900418543,0.077507725843218842,0.31241155536021586,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,0.80000000000000004,1,1,0,0,0,1,20,5,1,-2.6004007903441075,0.0661805358382513,0.30853092195910414,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,0.80000000000000004,1,1,0,0,0,1,24,6,1,-2.5593440799618485,0.0586720038424276,0.30627752170730133,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,0.80000000000000004,1,1,0,0,0,1,28,7,1,-2.5274158476497575,0.044447140688869763,0.29778098558029792,5.497787143782138,2,7
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,0.80000000000000004,1,1,0,0,0,1,0,0,1,-2.5238332458114168,0.034604247100149872,0.32277973507970475,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,0.80000000000000004,1,1,0,0,0,1,4,1,1,-2.528979375417443,0.04350628562672787,0.31586979874641968,5.497787143782138,2,7
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,0.80000000000000004,1,1,0,0,0,1,8,2,1,-2.5295358513586765,0.056461676512239753,0.31159725580838238,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,0.80000000000000004,1,1,0,0,0,1,12,3,1,-2.5644008894142978,0.069803480149129127,0.31494469055871904,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,0.80000000000000004,1,1,0,0,0,1,16,4,1,-2.5784002900418543,0.077507725843218842,0.31241155536021586,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,0.80000000000000004,1,1,0,0,0,1,20,5,1,-2.6004007903441075,0.0661805358382513,0.30853092195910414,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,0.80000000000000004,1,1,0,0,0,1,24,6,1,-2.5593440799618485,0.0586720038424276,0.30627752170730133,0.78539816339744828,2,1
local_L8_T0.8_label1/config_L8_T0p800_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,0.80000000000000004,1,1,0,0,0,1,28,7,1,-2.5274158476497575,0.044447140688869763,0.29778098558029792,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,1.3,1,1,0,0,0,1,0,0,-1,-1.9144050333717055,0.031433598198926799,0.2089784699561279,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,1.3,1,1,0,0,0,1,4,1,-1,-1.8812307072741534,0.048753354092706778,0.19903548844202934,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,1.3,1,1,0,0,0,1,8,2,-1,-1.8695811193641703,0.079732903837113261,0.19034872889398552,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,1.3,1,1,0,0,0,1,12,3,-1,-1.9300975100015618,0.061249575506717231,0.20178742941126684,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,1.3,1,1,0,0,0,1,16,4,-1,-1.8974450652951225,0.1024311561778319,0.17821748813445676,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,1.3,1,1,0,0,0,1,20,5,-1,-1.8263866534231541,0.072759663967466554,0.17501153888214016,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,1.3,1,1,0,0,0,1,24,6,-1,-1.8935962381092073,0.069123567883227169,0.1874057719746933,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,1.3,1,1,0,0,0,1,28,7,-1,-1.8125613268833811,0.048430397917153471,0.16248423359467046,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,1.3,1,1,0,0,0,1,0,0,-1,-1.9144050333717055,0.031433598198926799,0.2089784699561279,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,1.3,1,1,0,0,0,1,4,1,-1,-1.8812307072741534,0.048753354092706778,0.19903548844202934,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,1.3,1,1,0,0,0,1,8,2,-1,-1.8695811193641703,0.079732903837113261,0.19034872889398552,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,1.3,1,1,0,0,0,1,12,3,-1,-1.9300975100015618,0.061249575506717231,0.20178742941126684,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,1.3,1,1,0,0,0,1,16,4,-1,-1.8974450652951225,0.1024311561778319,0.17821748813445676,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,1.3,1,1,0,0,0,1,20,5,-1,-1.8263866534231541,0.072759663967466554,0.17501153888214016,5.497787143782138,2,7
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,1.3,1,1,0,0,0,1,24,6,-1,-1.8935962381092073,0.069123567883227169,0.1874057719746933,0.78539816339744828,2,1
local_L8_T1.3_label-1/config_L8_T1p300_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,1.3,1,1,0,0,0,1,28,7,-1,-1.8125613268833811,0.048430397917153471,0.16248423359467046,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.055137632961790986,0.099682547636228774,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2,1,1,0,0,0,1,4,1,0,-1.1326964615412927,0.057748342460567245,0.085204044969172665,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2,1,1,0,0,0,1,8,2,0,-1.1658638167315769,0.0617526587431158,0.076821016273827356,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.042921760186976902,0.071095993593303722,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.067017159129835246,0.054069696904515761,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2,1,1,0,0,0,1,20,5,0,-1.0871531878271981,0.095648805645335358,0.049119217104091374,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2,1,1,0,0,0,1,24,6,0,-0.99204563312375915,0.10285510820372147,0.035669904295345452,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.11228900192533577,0.035836611013207502,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.055137632961790986,0.099682547636228774,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2,1,1,0,0,0,1,4,1,0,-1.1326964615412927,0.057748342460567245,0.085204044969172665,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2,1,1,0,0,0,1,8,2,0,-1.1658638167315769,0.0617526587431158,0.076821016273827356,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.042921760186976902,0.071095993593303722,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.067017159129835246,0.054069696904515761,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2,1,1,0,0,0,1,20,5,0,-1.0871531878271981,0.095648805645335358,0.049119217104091374,5.497787143782138,2,7
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2,1,1,0,0,0,1,24,6,0,-0.99204563312375915,0.10285510820372147,0.035669904295345452,0.78539816339744828,2,1
local_L8_T2.0_label0/config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.11228900192533577,0.035836611013207502,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1000000000000001,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.073996599115028303,0.11438785799595122,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1000000000000001,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.029852523678319726,0.07696376674515451,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1000000000000001,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.04119032934590592,0.059151049059952381,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1000000000000001,1,1,0,0,0,1,12,3,0,-1.0001450306950079,0.017258703550643215,0.052546616346504427,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1000000000000001,1,1,0,0,0,1,16,4,0,-1.0225746581657991,0.015636384517028808,0.048412081083189798,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1000000000000001,1,1,0,0,0,1,20,5,0,-0.99838115929850468,0.010412265108121658,0.045713630962411093,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1000000000000001,1,1,0,0,0,1,24,6,0,-0.98668330679750171,0.015851441070557883,0.03770641683838484,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1000000000000001,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.028692383955212668,0.038961102210350061,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1000000000000001,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.073996599115028303,0.11438785799595122,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1000000000000001,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.029852523678319726,0.07696376674515451,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1000000000000001,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.04119032934590592,0.059151049059952381,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1000000000000001,1,1,0,0,0,1,12,3,0,-1.0001450306950079,0.017258703550643215,0.052546616346504427,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1000000000000001,1,1,0,0,0,1,16,4,0,-1.0225746581657991,0.015636384517028808,0.048412081083189798,0.78539816339744828,2,1
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1000000000000001,1,1,0,0,0,1,20,5,0,-0.99838115929850468,0.010412265108121658,0.045713630962411093,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1000000000000001,1,1,0,0,0,1,24,6,0,-0.98668330679750171,0.015851441070557883,0.03770641683838484,5.497787143782138,2,7
local_L8_T2.1_label0/config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1000000000000001,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.028692383955212668,0.038961102210350061,5.497787143782138,2,7
